;concept:name;lifecycle:transition;time:timestamp;case:concept:name;concept:resource;concept:instance
53801;Documentacao de requisitos funcionais;complete;2025-05-27 10:22:53.751000+00:00;Demanda 1346;re5;1
53802;Contagem de ponto de funcao;begin;2025-05-27 08:45:16.751000+00:00;Demanda 1346;re9;2
53803;Contagem de ponto de funcao;complete;2025-05-27 10:45:16.751000+00:00;Demanda 1346;re9;2
53804;Contagem de ponto de funcao;begin;2025-05-27 09:45:54.751000+00:00;Demanda 1346;re9;3
53805;Contagem de ponto de funcao;complete;2025-05-27 10:45:54.751000+00:00;Demanda 1346;re9;3
53806;Publicar solucao;begin;2025-05-27 06:46:06.751000+00:00;Demanda 1346;re5;4
53807;Publicar solucao;complete;2025-05-27 10:46:06.751000+00:00;Demanda 1346;re5;4
53808;Planejamento de entrega;begin;2025-05-27 06:49:52.751000+00:00;Demanda 1346;re9;5
53809;Planejamento de entrega;complete;2025-05-27 10:49:52.751000+00:00;Demanda 1346;re9;5
53810;Manutencao de funcionalidade;begin;2025-05-26 11:42:54.751000+00:00;Demanda 1346;re6;6
53811;Manutencao de funcionalidade;complete;2025-05-27 11:42:54.751000+00:00;Demanda 1346;re6;6
53812;Contagem de ponto de funcao;begin;2025-05-27 11:13:10.751000+00:00;Demanda 1346;re8;7
53813;Contagem de ponto de funcao;complete;2025-05-27 12:13:10.751000+00:00;Demanda 1346;re8;7
53814;Contagem de ponto de funcao;begin;2025-05-27 04:13:59.751000+00:00;Demanda 1346;re8;8
53815;Contagem de ponto de funcao;complete;2025-05-27 12:13:59.751000+00:00;Demanda 1346;re8;8
53816;Elaborar caso de teste;begin;2025-05-27 18:17:18.751000+00:00;Demanda 1346;re6;9
53817;Elaborar caso de teste;complete;2025-05-28 02:17:18.751000+00:00;Demanda 1346;re6;9
53818;Construcao de funcionalidade;begin;2025-05-27 00:31:57.751000+00:00;Demanda 1346;re6;10
53819;Construcao de funcionalidade;complete;2025-05-27 12:31:57.751000+00:00;Demanda 1346;re6;10
53820;Publicar solucao;begin;2025-05-27 11:48:58.751000+00:00;Demanda 1346;re8;11
53821;Publicar solucao;complete;2025-05-27 12:48:58.751000+00:00;Demanda 1346;re8;11
53822;Contagem de ponto de funcao;begin;2025-05-27 11:10:43.751000+00:00;Demanda 1346;re6;12
53823;Contagem de ponto de funcao;complete;2025-05-27 13:10:43.751000+00:00;Demanda 1346;re6;12
53824;Contagem de ponto de funcao;begin;2025-05-27 11:16:59.751000+00:00;Demanda 1346;re7;13
53825;Contagem de ponto de funcao;complete;2025-05-27 13:16:59.751000+00:00;Demanda 1346;re7;13
53826;Corrigir erro;begin;2025-05-27 09:19:10.751000+00:00;Demanda 1346;re6;14
53827;Corrigir erro;complete;2025-05-27 13:19:10.751000+00:00;Demanda 1346;re6;14
53828;Executar teste;begin;2025-05-28 13:25:35.751000+00:00;Demanda 1346;re6;15
53829;Executar teste;complete;2025-05-28 05:25:35.751000+00:00;Demanda 1346;re6;15
53830;Gestao da demanda;begin;2025-05-27 11:32:13.751000+00:00;Demanda 1346;re9;16
53831;Gestao da demanda;complete;2025-05-27 13:32:13.751000+00:00;Demanda 1346;re9;16
53832;Contagem de ponto de funcao;begin;2025-05-27 12:47:17.751000+00:00;Demanda 1346;re9;17
53833;Contagem de ponto de funcao;complete;2025-05-27 13:47:17.751000+00:00;Demanda 1346;re9;17
53834;Contagem de ponto de funcao;begin;2025-05-27 12:59:13.751000+00:00;Demanda 1346;re8;18
53835;Contagem de ponto de funcao;complete;2025-05-27 13:59:13.751000+00:00;Demanda 1346;re8;18
53836;Review da entrega;begin;2025-05-27 10:01:29.751000+00:00;Demanda 1346;re6;19
53837;Review da entrega;complete;2025-05-27 14:01:29.751000+00:00;Demanda 1346;re6;19
53838;Atualizacao de requisitos funcionais;begin;2025-05-27 06:16:44.751000+00:00;Demanda 1346;re8;20
53839;Atualizacao de requisitos funcionais;complete;2025-05-27 10:16:44.751000+00:00;Demanda 1346;re8;20
53840;Documentacao de requisitos funcionais;begin;2025-05-26 22:31:39.751000+00:00;Demanda 1347;re12;1
53841;Documentacao de requisitos funcionais;complete;2025-05-27 06:31:39.751000+00:00;Demanda 1347;re12;1
53842;Contagem de ponto de funcao;begin;2025-05-27 05:34:50.751000+00:00;Demanda 1347;re13;2
53843;Contagem de ponto de funcao;complete;2025-05-27 06:34:50.751000+00:00;Demanda 1347;re13;2
53844;Contagem de ponto de funcao;begin;2025-05-27 03:07:46.751000+00:00;Demanda 1347;re13;3
53845;Contagem de ponto de funcao;complete;2025-05-27 07:07:46.751000+00:00;Demanda 1347;re13;3
53846;Publicar solucao;begin;2025-05-27 06:10:24.751000+00:00;Demanda 1347;re12;4
53847;Publicar solucao;complete;2025-05-27 07:10:24.751000+00:00;Demanda 1347;re12;4
53848;Planejamento de entrega;begin;2025-05-27 01:18:05.751000+00:00;Demanda 1347;re12;5
53849;Planejamento de entrega;complete;2025-05-27 07:18:05.751000+00:00;Demanda 1347;re12;5
53850;Manutencao de funcionalidade;begin;2025-05-27 03:21:16.751000+00:00;Demanda 1347;re12;6
53851;Manutencao de funcionalidade;complete;2025-05-27 07:21:16.751000+00:00;Demanda 1347;re12;6
53852;Contagem de ponto de funcao;begin;2025-05-26 23:29:23.751000+00:00;Demanda 1347;re12;7
53853;Contagem de ponto de funcao;complete;2025-05-27 07:29:23.751000+00:00;Demanda 1347;re12;7
53854;Contagem de ponto de funcao;begin;2025-05-27 05:33:19.751000+00:00;Demanda 1347;re12;8
53855;Contagem de ponto de funcao;complete;2025-05-27 07:33:19.751000+00:00;Demanda 1347;re12;8
53856;Elaborar caso de teste;begin;2025-05-27 13:53:11.751000+00:00;Demanda 1347;re13;9
53857;Elaborar caso de teste;complete;2025-05-27 21:53:11.751000+00:00;Demanda 1347;re13;9
53858;Construcao de funcionalidade;begin;2025-05-26 07:56:50.751000+00:00;Demanda 1347;re12;10
53859;Construcao de funcionalidade;complete;2025-05-27 07:56:50.751000+00:00;Demanda 1347;re12;10
53860;Publicar solucao;begin;2025-05-27 02:25:30.751000+00:00;Demanda 1347;re13;11
53861;Publicar solucao;complete;2025-05-27 08:25:30.751000+00:00;Demanda 1347;re13;11
53862;Contagem de ponto de funcao;begin;2025-05-27 00:27:52.751000+00:00;Demanda 1347;re13;12
53863;Contagem de ponto de funcao;complete;2025-05-27 08:27:52.751000+00:00;Demanda 1347;re13;12
53864;Contagem de ponto de funcao;begin;2025-05-27 07:34:54.751000+00:00;Demanda 1347;re13;13
53865;Contagem de ponto de funcao;complete;2025-05-27 08:34:54.751000+00:00;Demanda 1347;re13;13
53866;Corrigir erro;begin;2025-05-27 02:42:10.751000+00:00;Demanda 1347;re12;14
53867;Corrigir erro;complete;2025-05-27 08:42:10.751000+00:00;Demanda 1347;re12;14
53868;Executar teste;begin;2025-05-28 09:21:10.751000+00:00;Demanda 1347;re13;15
53869;Executar teste;complete;2025-05-27 23:21:10.751000+00:00;Demanda 1347;re13;15
53870;Review da entrega;begin;2025-05-27 07:22:01.751000+00:00;Demanda 1347;re12;16
53871;Review da entrega;complete;2025-05-27 09:22:01.751000+00:00;Demanda 1347;re12;16
53872;Contagem de ponto de funcao;begin;2025-05-27 05:48:45.751000+00:00;Demanda 1347;re13;17
53873;Contagem de ponto de funcao;complete;2025-05-27 09:48:45.751000+00:00;Demanda 1347;re13;17
53874;Contagem de ponto de funcao;begin;2025-05-27 06:00:45.751000+00:00;Demanda 1347;re12;18
53875;Contagem de ponto de funcao;complete;2025-05-27 10:00:45.751000+00:00;Demanda 1347;re12;18
53876;Gestao da demanda;begin;2025-05-27 02:07:09.751000+00:00;Demanda 1347;re13;19
53877;Gestao da demanda;complete;2025-05-27 10:07:09.751000+00:00;Demanda 1347;re13;19
53878;Atualizacao de requisitos funcionais;begin;2025-05-26 14:30:36.751000+00:00;Demanda 1347;re12;20
53879;Atualizacao de requisitos funcionais;complete;2025-05-27 06:30:36.751000+00:00;Demanda 1347;re12;20
53880;Documentacao de requisitos funcionais;begin;2025-05-26 10:42:46.751000+00:00;Demanda 1348;re1;1
53881;Documentacao de requisitos funcionais;complete;2025-05-27 02:42:46.751000+00:00;Demanda 1348;re1;1
53882;Contagem de ponto de funcao;begin;2025-05-27 01:02:52.751000+00:00;Demanda 1348;re3;2
53883;Contagem de ponto de funcao;complete;2025-05-27 03:02:52.751000+00:00;Demanda 1348;re3;2
53884;Contagem de ponto de funcao;begin;2025-05-26 19:11:38.751000+00:00;Demanda 1348;re1;3
53885;Contagem de ponto de funcao;complete;2025-05-27 03:11:38.751000+00:00;Demanda 1348;re1;3
53886;Publicar solucao;begin;2025-05-27 01:13:10.751000+00:00;Demanda 1348;re4;4
53887;Publicar solucao;complete;2025-05-27 03:13:10.751000+00:00;Demanda 1348;re4;4
53888;Planejamento de entrega;begin;2025-05-26 21:48:23.751000+00:00;Demanda 1348;re3;5
53889;Planejamento de entrega;complete;2025-05-27 03:48:23.751000+00:00;Demanda 1348;re3;5
53890;Construcao de funcionalidade;begin;2025-05-26 16:03:19.751000+00:00;Demanda 1348;re2;6
53891;Construcao de funcionalidade;complete;2025-05-27 04:03:19.751000+00:00;Demanda 1348;re2;6
53892;Contagem de ponto de funcao;begin;2025-05-27 00:04:02.751000+00:00;Demanda 1348;re4;7
53893;Contagem de ponto de funcao;complete;2025-05-27 04:04:02.751000+00:00;Demanda 1348;re4;7
53894;Contagem de ponto de funcao;begin;2025-05-26 20:04:39.751000+00:00;Demanda 1348;re1;8
53895;Contagem de ponto de funcao;complete;2025-05-27 04:04:39.751000+00:00;Demanda 1348;re1;8
53896;Elaborar caso de teste;begin;2025-05-27 10:05:38.751000+00:00;Demanda 1348;re4;9
53897;Elaborar caso de teste;complete;2025-05-28 00:05:38.751000+00:00;Demanda 1348;re4;9
53898;Manutencao de funcionalidade;begin;2025-05-27 00:09:59.751000+00:00;Demanda 1348;re3;10
53899;Manutencao de funcionalidade;complete;2025-05-27 04:09:59.751000+00:00;Demanda 1348;re3;10
53900;Publicar solucao;begin;2025-05-27 03:12:12.751000+00:00;Demanda 1348;re3;11
53901;Publicar solucao;complete;2025-05-27 04:12:12.751000+00:00;Demanda 1348;re3;11
53902;Contagem de ponto de funcao;begin;2025-05-26 20:15:45.751000+00:00;Demanda 1348;re3;12
53903;Contagem de ponto de funcao;complete;2025-05-27 04:15:45.751000+00:00;Demanda 1348;re3;12
53904;Contagem de ponto de funcao;begin;2025-05-27 02:37:04.751000+00:00;Demanda 1348;re3;13
53905;Contagem de ponto de funcao;complete;2025-05-27 04:37:04.751000+00:00;Demanda 1348;re3;13
53906;Corrigir erro;begin;2025-05-27 03:00:24.751000+00:00;Demanda 1348;re4;14
53907;Corrigir erro;complete;2025-05-27 05:00:24.751000+00:00;Demanda 1348;re4;14
53908;Executar teste;begin;2025-05-28 05:11:09.751000+00:00;Demanda 1348;re3;15
53909;Executar teste;complete;2025-05-27 18:11:09.751000+00:00;Demanda 1348;re3;15
53910;Review da entrega;begin;2025-05-27 03:53:50.751000+00:00;Demanda 1348;re1;16
53911;Review da entrega;complete;2025-05-27 05:53:50.751000+00:00;Demanda 1348;re1;16
53912;Contagem de ponto de funcao;begin;2025-05-27 01:56:59.751000+00:00;Demanda 1348;re1;17
53913;Contagem de ponto de funcao;complete;2025-05-27 05:56:59.751000+00:00;Demanda 1348;re1;17
53914;Contagem de ponto de funcao;begin;2025-05-27 03:59:18.751000+00:00;Demanda 1348;re1;18
53915;Contagem de ponto de funcao;complete;2025-05-27 05:59:18.751000+00:00;Demanda 1348;re1;18
53916;Gestao da demanda;begin;2025-05-27 04:04:26.751000+00:00;Demanda 1348;re3;19
53917;Gestao da demanda;complete;2025-05-27 06:04:26.751000+00:00;Demanda 1348;re3;19
53918;Atualizacao de requisitos funcionais;begin;2025-05-27 00:34:51.751000+00:00;Demanda 1348;re1;20
53919;Atualizacao de requisitos funcionais;complete;2025-05-27 02:34:51.751000+00:00;Demanda 1348;re1;20
53920;Documentacao de requisitos funcionais;begin;2025-05-26 06:41:41.751000+00:00;Demanda 1349;re11;1
53921;Documentacao de requisitos funcionais;complete;2025-05-26 22:41:41.751000+00:00;Demanda 1349;re11;1
53922;Contagem de ponto de funcao;begin;2025-05-26 20:47:25.751000+00:00;Demanda 1349;re10;2
53923;Contagem de ponto de funcao;complete;2025-05-26 22:47:25.751000+00:00;Demanda 1349;re10;2
53924;Contagem de ponto de funcao;begin;2025-05-26 22:01:33.751000+00:00;Demanda 1349;re7;3
53925;Contagem de ponto de funcao;complete;2025-05-26 23:01:33.751000+00:00;Demanda 1349;re7;3
53926;Publicar solucao;begin;2025-05-26 21:11:56.751000+00:00;Demanda 1349;re7;4
53927;Publicar solucao;complete;2025-05-26 23:11:56.751000+00:00;Demanda 1349;re7;4
53928;Construcao de funcionalidade;begin;2025-05-26 15:46:30.751000+00:00;Demanda 1349;re7;5
53929;Construcao de funcionalidade;complete;2025-05-26 23:46:30.751000+00:00;Demanda 1349;re7;5
53930;Elaborar caso de teste;begin;2025-05-27 05:51:17.751000+00:00;Demanda 1349;re11;6
53931;Elaborar caso de teste;complete;2025-05-27 15:51:17.751000+00:00;Demanda 1349;re11;6
53932;Contagem de ponto de funcao;begin;2025-05-26 22:58:29.751000+00:00;Demanda 1349;re7;7
53933;Contagem de ponto de funcao;complete;2025-05-26 23:58:29.751000+00:00;Demanda 1349;re7;7
53934;Contagem de ponto de funcao;begin;2025-05-26 20:15:48.751000+00:00;Demanda 1349;re10;8
53935;Contagem de ponto de funcao;complete;2025-05-27 00:15:48.751000+00:00;Demanda 1349;re10;8
53936;Manutencao de funcionalidade;begin;2025-05-26 00:54:50.751000+00:00;Demanda 1349;re7;9
53937;Manutencao de funcionalidade;complete;2025-05-27 00:54:50.751000+00:00;Demanda 1349;re7;9
53938;Planejamento de entrega;begin;2025-05-26 21:08:07.751000+00:00;Demanda 1349;re10;10
53939;Planejamento de entrega;complete;2025-05-27 01:08:07.751000+00:00;Demanda 1349;re10;10
53940;Publicar solucao;begin;2025-05-27 00:08:33.751000+00:00;Demanda 1349;re10;11
53941;Publicar solucao;complete;2025-05-27 01:08:33.751000+00:00;Demanda 1349;re10;11
53942;Contagem de ponto de funcao;begin;2025-05-27 00:22:53.751000+00:00;Demanda 1349;re11;12
53943;Contagem de ponto de funcao;complete;2025-05-27 01:22:53.751000+00:00;Demanda 1349;re11;12
53944;Review da entrega;begin;2025-05-26 23:37:33.751000+00:00;Demanda 1349;re7;13
53945;Review da entrega;complete;2025-05-27 01:37:33.751000+00:00;Demanda 1349;re7;13
53946;Contagem de ponto de funcao;begin;2025-05-26 21:39:52.751000+00:00;Demanda 1349;re7;14
53947;Contagem de ponto de funcao;complete;2025-05-27 01:39:52.751000+00:00;Demanda 1349;re7;14
53948;Corrigir erro;begin;2025-05-26 19:42:14.751000+00:00;Demanda 1349;re10;15
53949;Corrigir erro;complete;2025-05-27 01:42:14.751000+00:00;Demanda 1349;re10;15
53950;Gestao da demanda;begin;2025-05-27 00:43:57.751000+00:00;Demanda 1349;re10;16
53951;Gestao da demanda;complete;2025-05-27 01:43:57.751000+00:00;Demanda 1349;re10;16
53952;Contagem de ponto de funcao;begin;2025-05-27 00:48:08.751000+00:00;Demanda 1349;re7;17
53953;Contagem de ponto de funcao;complete;2025-05-27 01:48:08.751000+00:00;Demanda 1349;re7;17
53954;Contagem de ponto de funcao;begin;2025-05-26 18:01:32.751000+00:00;Demanda 1349;re11;18
53955;Contagem de ponto de funcao;complete;2025-05-27 02:01:32.751000+00:00;Demanda 1349;re11;18
53956;Executar teste;begin;2025-05-28 02:09:17.751000+00:00;Demanda 1349;re11;19
53957;Executar teste;complete;2025-05-27 22:09:17.751000+00:00;Demanda 1349;re11;19
53958;Atualizacao de requisitos funcionais;begin;2025-05-26 20:22:51.751000+00:00;Demanda 1349;re10;20
53959;Atualizacao de requisitos funcionais;complete;2025-05-26 22:22:51.751000+00:00;Demanda 1349;re10;20
53960;Documentacao de requisitos funcionais;begin;2025-05-26 16:23:21.751000+00:00;Demanda 1350;re7;1
53961;Documentacao de requisitos funcionais;complete;2025-05-26 18:23:21.751000+00:00;Demanda 1350;re7;1
53962;Contagem de ponto de funcao;begin;2025-05-26 17:53:20.751000+00:00;Demanda 1350;re7;2
53963;Contagem de ponto de funcao;complete;2025-05-26 18:53:20.751000+00:00;Demanda 1350;re7;2
53964;Contagem de ponto de funcao;begin;2025-05-26 11:09:44.751000+00:00;Demanda 1350;re7;3
53965;Contagem de ponto de funcao;complete;2025-05-26 19:09:44.751000+00:00;Demanda 1350;re7;3
53966;Publicar solucao;begin;2025-05-26 18:25:43.751000+00:00;Demanda 1350;re10;4
53967;Publicar solucao;complete;2025-05-26 19:25:43.751000+00:00;Demanda 1350;re10;4
53968;Gestao da demanda;begin;2025-05-26 11:49:54.751000+00:00;Demanda 1350;re7;5
53969;Gestao da demanda;complete;2025-05-26 19:49:54.751000+00:00;Demanda 1350;re7;5
53970;Elaborar caso de teste;begin;2025-05-27 02:11:48.751000+00:00;Demanda 1350;re7;6
53971;Elaborar caso de teste;complete;2025-05-27 16:11:48.751000+00:00;Demanda 1350;re7;6
53972;Contagem de ponto de funcao;begin;2025-05-26 12:34:53.751000+00:00;Demanda 1350;re10;7
53973;Contagem de ponto de funcao;complete;2025-05-26 20:34:53.751000+00:00;Demanda 1350;re10;7
53974;Contagem de ponto de funcao;begin;2025-05-26 16:57:51.751000+00:00;Demanda 1350;re10;8
53975;Contagem de ponto de funcao;complete;2025-05-26 20:57:51.751000+00:00;Demanda 1350;re10;8
53976;Construcao de funcionalidade;begin;2025-05-25 21:02:28.751000+00:00;Demanda 1350;re10;9
53977;Construcao de funcionalidade;complete;2025-05-26 21:02:28.751000+00:00;Demanda 1350;re10;9
53978;Manutencao de funcionalidade;begin;2025-05-25 21:08:38.751000+00:00;Demanda 1350;re7;10
53979;Manutencao de funcionalidade;complete;2025-05-26 21:08:38.751000+00:00;Demanda 1350;re7;10
53980;Publicar solucao;begin;2025-05-26 17:25:30.751000+00:00;Demanda 1350;re11;11
53981;Publicar solucao;complete;2025-05-26 21:25:30.751000+00:00;Demanda 1350;re11;11
53982;Contagem de ponto de funcao;begin;2025-05-26 20:29:37.751000+00:00;Demanda 1350;re10;12
53983;Contagem de ponto de funcao;complete;2025-05-26 21:29:37.751000+00:00;Demanda 1350;re10;12
53984;Contagem de ponto de funcao;begin;2025-05-26 17:35:49.751000+00:00;Demanda 1350;re11;13
53985;Contagem de ponto de funcao;complete;2025-05-26 21:35:49.751000+00:00;Demanda 1350;re11;13
53986;Corrigir erro;begin;2025-05-26 15:38:52.751000+00:00;Demanda 1350;re10;14
53987;Corrigir erro;complete;2025-05-26 21:38:52.751000+00:00;Demanda 1350;re10;14
53988;Executar teste;begin;2025-05-27 21:45:40.751000+00:00;Demanda 1350;re11;15
53989;Executar teste;complete;2025-05-27 10:45:40.751000+00:00;Demanda 1350;re11;15
53990;Planejamento de entrega;begin;2025-05-26 20:46:56.751000+00:00;Demanda 1350;re7;16
53991;Planejamento de entrega;complete;2025-05-26 21:46:56.751000+00:00;Demanda 1350;re7;16
53992;Contagem de ponto de funcao;begin;2025-05-26 13:48:56.751000+00:00;Demanda 1350;re11;17
53993;Contagem de ponto de funcao;complete;2025-05-26 21:48:56.751000+00:00;Demanda 1350;re11;17
53994;Contagem de ponto de funcao;begin;2025-05-26 13:54:28.751000+00:00;Demanda 1350;re7;18
53995;Contagem de ponto de funcao;complete;2025-05-26 21:54:28.751000+00:00;Demanda 1350;re7;18
53996;Review da entrega;begin;2025-05-26 18:01:47.751000+00:00;Demanda 1350;re11;19
53997;Review da entrega;complete;2025-05-26 22:01:47.751000+00:00;Demanda 1350;re11;19
53998;Atualizacao de requisitos funcionais;begin;2025-05-26 12:20:20.751000+00:00;Demanda 1350;re7;20
53999;Atualizacao de requisitos funcionais;complete;2025-05-26 18:20:20.751000+00:00;Demanda 1350;re7;20
54000;Documentacao de requisitos funcionais;begin;2025-05-26 06:43:40.751000+00:00;Demanda 1351;re10;1
54001;Documentacao de requisitos funcionais;complete;2025-05-26 14:43:40.751000+00:00;Demanda 1351;re10;1
54002;Contagem de ponto de funcao;begin;2025-05-26 12:56:16.751000+00:00;Demanda 1351;re11;2
54003;Contagem de ponto de funcao;complete;2025-05-26 14:56:16.751000+00:00;Demanda 1351;re11;2
54004;Contagem de ponto de funcao;begin;2025-05-26 07:03:48.751000+00:00;Demanda 1351;re10;3
54005;Contagem de ponto de funcao;complete;2025-05-26 15:03:48.751000+00:00;Demanda 1351;re10;3
54006;Publicar solucao;begin;2025-05-26 14:13:03.751000+00:00;Demanda 1351;re11;4
54007;Publicar solucao;complete;2025-05-26 15:13:03.751000+00:00;Demanda 1351;re11;4
54008;Construcao de funcionalidade;begin;2025-05-26 03:32:36.751000+00:00;Demanda 1351;re11;5
54009;Construcao de funcionalidade;complete;2025-05-26 15:32:36.751000+00:00;Demanda 1351;re11;5
54010;Elaborar caso de teste;begin;2025-05-26 21:40:20.751000+00:00;Demanda 1351;re7;6
54011;Elaborar caso de teste;complete;2025-05-27 07:40:20.751000+00:00;Demanda 1351;re7;6
54012;Contagem de ponto de funcao;begin;2025-05-26 07:48:30.751000+00:00;Demanda 1351;re7;7
54013;Contagem de ponto de funcao;complete;2025-05-26 15:48:30.751000+00:00;Demanda 1351;re7;7
54014;Contagem de ponto de funcao;begin;2025-05-26 14:51:07.751000+00:00;Demanda 1351;re11;8
54015;Contagem de ponto de funcao;complete;2025-05-26 15:51:07.751000+00:00;Demanda 1351;re11;8
54016;Gestao da demanda;begin;2025-05-26 12:01:29.751000+00:00;Demanda 1351;re11;9
54017;Gestao da demanda;complete;2025-05-26 16:01:29.751000+00:00;Demanda 1351;re11;9
54018;Manutencao de funcionalidade;begin;2025-05-26 08:10:05.751000+00:00;Demanda 1351;re7;10
54019;Manutencao de funcionalidade;complete;2025-05-26 16:10:05.751000+00:00;Demanda 1351;re7;10
54020;Publicar solucao;begin;2025-05-26 12:25:37.751000+00:00;Demanda 1351;re10;11
54021;Publicar solucao;complete;2025-05-26 16:25:37.751000+00:00;Demanda 1351;re10;11
54022;Contagem de ponto de funcao;begin;2025-05-26 15:31:23.751000+00:00;Demanda 1351;re11;12
54023;Contagem de ponto de funcao;complete;2025-05-26 16:31:23.751000+00:00;Demanda 1351;re11;12
54024;Contagem de ponto de funcao;begin;2025-05-26 08:48:20.751000+00:00;Demanda 1351;re11;13
54025;Contagem de ponto de funcao;complete;2025-05-26 16:48:20.751000+00:00;Demanda 1351;re11;13
54026;Corrigir erro;begin;2025-05-26 09:01:15.751000+00:00;Demanda 1351;re10;14
54027;Corrigir erro;complete;2025-05-26 17:01:15.751000+00:00;Demanda 1351;re10;14
54028;Executar teste;begin;2025-05-27 17:11:12.751000+00:00;Demanda 1351;re7;15
54029;Executar teste;complete;2025-05-27 13:11:12.751000+00:00;Demanda 1351;re7;15
54030;Planejamento de entrega;begin;2025-05-26 11:24:53.751000+00:00;Demanda 1351;re10;16
54031;Planejamento de entrega;complete;2025-05-26 17:24:53.751000+00:00;Demanda 1351;re10;16
54032;Contagem de ponto de funcao;begin;2025-05-26 16:39:21.751000+00:00;Demanda 1351;re10;17
54033;Contagem de ponto de funcao;complete;2025-05-26 17:39:21.751000+00:00;Demanda 1351;re10;17
54034;Contagem de ponto de funcao;begin;2025-05-26 13:50:27.751000+00:00;Demanda 1351;re11;18
54035;Contagem de ponto de funcao;complete;2025-05-26 17:50:27.751000+00:00;Demanda 1351;re11;18
54036;Review da entrega;begin;2025-05-26 13:52:30.751000+00:00;Demanda 1351;re11;19
54037;Review da entrega;complete;2025-05-26 17:52:30.751000+00:00;Demanda 1351;re11;19
54038;Atualizacao de requisitos funcionais;begin;2025-05-25 22:23:22.751000+00:00;Demanda 1351;re7;20
54039;Atualizacao de requisitos funcionais;complete;2025-05-26 14:23:22.751000+00:00;Demanda 1351;re7;20
54040;Documentacao de requisitos funcionais;begin;2025-05-25 18:18:11.751000+00:00;Demanda 1352;re10;1
54041;Documentacao de requisitos funcionais;complete;2025-05-26 10:18:11.751000+00:00;Demanda 1352;re10;1
54042;Contagem de ponto de funcao;begin;2025-05-26 08:49:31.751000+00:00;Demanda 1352;re10;2
54043;Contagem de ponto de funcao;complete;2025-05-26 10:49:31.751000+00:00;Demanda 1352;re10;2
54044;Contagem de ponto de funcao;begin;2025-05-26 06:59:19.751000+00:00;Demanda 1352;re7;3
54045;Contagem de ponto de funcao;complete;2025-05-26 10:59:19.751000+00:00;Demanda 1352;re7;3
54046;Construcao de funcionalidade;begin;2025-05-25 23:09:25.751000+00:00;Demanda 1352;re11;4
54047;Construcao de funcionalidade;complete;2025-05-26 11:09:25.751000+00:00;Demanda 1352;re11;4
54048;Publicar solucao;begin;2025-05-26 09:10:38.751000+00:00;Demanda 1352;re7;5
54049;Publicar solucao;complete;2025-05-26 11:10:38.751000+00:00;Demanda 1352;re7;5
54050;Elaborar caso de teste;begin;2025-05-26 17:12:33.751000+00:00;Demanda 1352;re10;6
54051;Elaborar caso de teste;complete;2025-05-27 07:12:33.751000+00:00;Demanda 1352;re10;6
54052;Contagem de ponto de funcao;begin;2025-05-26 07:15:03.751000+00:00;Demanda 1352;re10;7
54053;Contagem de ponto de funcao;complete;2025-05-26 11:15:03.751000+00:00;Demanda 1352;re10;7
54054;Contagem de ponto de funcao;begin;2025-05-26 09:17:41.751000+00:00;Demanda 1352;re10;8
54055;Contagem de ponto de funcao;complete;2025-05-26 11:17:41.751000+00:00;Demanda 1352;re10;8
54056;Manutencao de funcionalidade;begin;2025-05-26 07:22:22.751000+00:00;Demanda 1352;re11;9
54057;Manutencao de funcionalidade;complete;2025-05-26 11:22:22.751000+00:00;Demanda 1352;re11;9
54058;Gestao da demanda;begin;2025-05-26 10:31:04.751000+00:00;Demanda 1352;re10;10
54059;Gestao da demanda;complete;2025-05-26 11:31:04.751000+00:00;Demanda 1352;re10;10
54060;Publicar solucao;begin;2025-05-26 07:38:10.751000+00:00;Demanda 1352;re7;11
54061;Publicar solucao;complete;2025-05-26 11:38:10.751000+00:00;Demanda 1352;re7;11
54062;Contagem de ponto de funcao;begin;2025-05-26 10:44:34.751000+00:00;Demanda 1352;re7;12
54063;Contagem de ponto de funcao;complete;2025-05-26 11:44:34.751000+00:00;Demanda 1352;re7;12
54064;Contagem de ponto de funcao;begin;2025-05-26 07:46:05.751000+00:00;Demanda 1352;re10;13
54065;Contagem de ponto de funcao;complete;2025-05-26 11:46:05.751000+00:00;Demanda 1352;re10;13
54066;Corrigir erro;begin;2025-05-26 08:00:07.751000+00:00;Demanda 1352;re7;14
54067;Corrigir erro;complete;2025-05-26 12:00:07.751000+00:00;Demanda 1352;re7;14
54068;Executar teste;begin;2025-05-27 12:29:13.751000+00:00;Demanda 1352;re10;15
54069;Executar teste;complete;2025-05-27 01:29:13.751000+00:00;Demanda 1352;re10;15
54070;Planejamento de entrega;begin;2025-05-26 07:00:06.751000+00:00;Demanda 1352;re7;16
54071;Planejamento de entrega;complete;2025-05-26 13:00:06.751000+00:00;Demanda 1352;re7;16
54072;Contagem de ponto de funcao;begin;2025-05-26 12:17:41.751000+00:00;Demanda 1352;re10;17
54073;Contagem de ponto de funcao;complete;2025-05-26 13:17:41.751000+00:00;Demanda 1352;re10;17
54074;Contagem de ponto de funcao;begin;2025-05-26 12:00:51.751000+00:00;Demanda 1352;re10;18
54075;Contagem de ponto de funcao;complete;2025-05-26 14:00:51.751000+00:00;Demanda 1352;re10;18
54076;Review da entrega;begin;2025-05-26 13:01:50.751000+00:00;Demanda 1352;re10;19
54077;Review da entrega;complete;2025-05-26 14:01:50.751000+00:00;Demanda 1352;re10;19
